Site,Article,Article Description,Qty,City,Store Name,Full Tally Name,Store Type,TP / ex GST,Stock Value
A288,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Virar,Redbricks,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A288,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Virar,Redbricks,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A288,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Virar,Redbricks,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A288,204736,AMKETTE Xcite Pro Keyboard,1,Virar,Redbricks,851PP Xcite Pro Keyboard USB,Store,549,549
A291,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Udaipur,RK Circle,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A291,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Udaipur,RK Circle,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A292,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Hyderabad,Dilsukhnagar,419V2 PRIMUS Wireless Desktop V2,Store,999,999
A292,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Hyderabad,Dilsukhnagar,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A294,256479,Amkette EvoFox Explore Gaming Bundle,2,Zirakhpur,Garden Village,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,5000
A296,256479,Amkette EvoFox Explore Gaming Bundle,1,Sehore,Chanakyapuri,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A297,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Surat,Katargam,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A298,256480,Amkette EvoFox Prime Gaming Bundle,1,Udupi,Manipal Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A298,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Udupi,Manipal Road,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A298,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Udupi,Manipal Road,146BK NeoCase Sleeve MP 450 14,Store,779,779
A299,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Palakkad,Stadium Bypass Road,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A299,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Palakkad,Stadium Bypass Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A303,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Pune,Wagholi,146BK NeoCase Sleeve MP 450 14,Store,779,779
A306,250423,Amkette Ergo Laptop Stand 7 Levels,1,Gurugram,Sector 86,650GR Ergo View Laptop Stand-Grey,Store,759,759
A306,250423,Amkette Ergo Laptop Stand 7 Levels,1,Gurugram,Sector 86,650GR Ergo View Laptop Stand-Grey,Store,759,759
A306,256479,Amkette EvoFox Explore Gaming Bundle,1,Gurugram,Sector 86,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A306,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Gurugram,Sector 86,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A306,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Gurugram,Sector 86,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A306,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Gurugram,Sector 86,146BK NeoCase Sleeve MP 450 14,Store,779,779
A307,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Ahmedabad,Sindhu Bhavan,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A309,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Kochi,Bypass Road Vyttila,419V2 PRIMUS Wireless Desktop V2,Store,999,999
A311,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,DB Gupta Road,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A311,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,New Delhi,DB Gupta Road,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A312,256479,Amkette EvoFox Explore Gaming Bundle,1,Dehradun,Rajpur Road,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A312,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,3,Dehradun,Rajpur Road,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,2997
A312,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Dehradun,Rajpur Road,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A312,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Dehradun,Rajpur Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A312,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Dehradun,Rajpur Road,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A313,250417,Amkette 4 Port USB 3.0 Hub BLK,1,New Delhi,Punjabi Bagh,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A313,250875,Amkette EvoFox WarHammer Wired GMG KB,1,New Delhi,Punjabi Bagh,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A314,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Ahmednagar,Kohinoor Mall,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A316,250423,Amkette Ergo Laptop Stand 7 Levels,1,Gurugram,Mall Fifty One,650GR Ergo View Laptop Stand-Grey,Store,759,759
A316,256480,Amkette EvoFox Prime Gaming Bundle,1,Gurugram,Mall Fifty One,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A316,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Gurugram,Mall Fifty One,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A316,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Gurugram,Mall Fifty One,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A318,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Kolkata,Park Street,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A318,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Kolkata,Park Street,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A319,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Ahmedabad,Hathijan Circle,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A320,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Kozhikode,Hilite Mall,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A321,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Bangalore,Nagarbhavi,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A321,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Bangalore,Nagarbhavi,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A323,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Kochi,Kalamassery,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A324,256480,Amkette EvoFox Prime Gaming Bundle,1,Bardoli,Mota Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A324,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Bardoli,Mota Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A324,250875,Amkette EvoFox WarHammer Wired GMG KB,3,Bardoli,Mota Road,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,3297
A326,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Bangalore,Kanakpura,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A328,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Ahmedabad,Zundal,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A329,256479,Amkette EvoFox Explore Gaming Bundle,1,New Delhi,DLF Avenue Mall,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A329,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,DLF Avenue Mall,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A329,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,New Delhi,DLF Avenue Mall,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A335,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Ujjain,Dewas Road,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A336,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,Shahdara,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A336,256480,Amkette EvoFox Prime Gaming Bundle,1,New Delhi,Shahdara,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A336,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,New Delhi,Shahdara,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A337,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Gurugram,Sohna Road,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A337,250423,Amkette Ergo Laptop Stand 7 Levels,1,Gurugram,Sohna Road,650GR Ergo View Laptop Stand-Grey,Store,759,759
A337,256479,Amkette EvoFox Explore Gaming Bundle,1,Gurugram,Sohna Road,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A337,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Gurugram,Sohna Road,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A337,250873,Amkette EvoFox Fireblade Wired GMG KB,-1,Gurugram,Sohna Road,422BK Evo Fox Fireblade Gaming Keyboard USB,Store,999,-999
A337,256480,Amkette EvoFox Prime Gaming Bundle,1,Gurugram,Sohna Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A342,250417,Amkette 4 Port USB 3.0 Hub BLK,2,Pune,Westend Mall,416PP Super Speed Hub 4 Port USB 3.0,Store,929,1858
A342,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,-1,Pune,Westend Mall,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,-349
A342,256480,Amkette EvoFox Prime Gaming Bundle,3,Pune,Westend Mall,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,9000
A342,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Pune,Westend Mall,146BK NeoCase Sleeve MP 450 14,Store,779,779
A342,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Pune,Westend Mall,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A342,260089,Amkette Xcite Neo Wired USB Keyboard,1,Pune,Westend Mall,398PP Xcite Neo Keyboard USB,Store,529,529
A344,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Ludhiana,Sector 32A,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A344,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Ludhiana,Sector 32A,146BK NeoCase Sleeve MP 450 14,Store,779,779
A344,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Ludhiana,Sector 32A,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A345,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Porbandar,Jalaram Colony,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A347,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Ahmedabad,Nava Naroda,146BK NeoCase Sleeve MP 450 14,Store,779,779
A348,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Indore,Bicholi Mardana,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A348,256479,Amkette EvoFox Explore Gaming Bundle,1,Indore,Bicholi Mardana,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A353,250423,Amkette Ergo Laptop Stand 7 Levels,1,Mahbubnagar,Rajendra Nagar,650GR Ergo View Laptop Stand-Grey,Store,759,759
A353,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Mahbubnagar,Rajendra Nagar,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A353,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Mahbubnagar,Rajendra Nagar,146BK NeoCase Sleeve MP 450 14,Store,779,779
A355,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Yamunanagar,Gobindpuri Road,146BK NeoCase Sleeve MP 450 14,Store,779,779
A356,256480,Amkette EvoFox Prime Gaming Bundle,2,Chennai,Ambattur,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,6000
A356,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Chennai,Ambattur,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A356,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Chennai,Ambattur,146BK NeoCase Sleeve MP 450 14,Store,779,779
A357,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Vijayawada,Eluru Road,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A358,250423,Amkette Ergo Laptop Stand 7 Levels,1,New Delhi,Pacific Mall,650GR Ergo View Laptop Stand-Grey,Store,759,759
A358,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,Pacific Mall,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A358,250421,Amkette Neo Case 14 Multi Pocket GRY,2,New Delhi,Pacific Mall,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A359,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Kanpur,Awas Vikas,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A359,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Kanpur,Awas Vikas,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A365,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Kanpur,Mall Road,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A370,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Howrah,Avani Mall,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A370,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Howrah,Avani Mall,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A371,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Lucknow,Faizabad Road,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A371,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Lucknow,Faizabad Road,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A371,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Lucknow,Faizabad Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A371,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Lucknow,Faizabad Road,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A375,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,Daryaganj,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A375,256480,Amkette EvoFox Prime Gaming Bundle,1,New Delhi,Daryaganj,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A375,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,2,New Delhi,Daryaganj,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,2798
A377,250423,Amkette Ergo Laptop Stand 7 Levels,1,Pune,Datta Mandir Road,650GR Ergo View Laptop Stand-Grey,Store,759,759
A377,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Pune,Datta Mandir Road,146BK NeoCase Sleeve MP 450 14,Store,779,779
A377,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Pune,Datta Mandir Road,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A378,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Kolkata,Dum Dum,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A378,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Kolkata,Dum Dum,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A378,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Kolkata,Dum Dum,146BK NeoCase Sleeve MP 450 14,Store,779,779
A380,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Jamshedpur,Bistupur,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A380,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Jamshedpur,Bistupur,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A380,250420,Amkette Neo Case 13 Multi Pocket BLK/GRY,1,Jamshedpur,Bistupur,142BK NeoCase Sleeve MP 450 13-13.3,Store,749,749
A381,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Bhubaneshwar,Janpath Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A381,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Bhubaneshwar,Janpath Road,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A381,250420,Amkette Neo Case 13 Multi Pocket BLK/GRY,1,Bhubaneshwar,Janpath Road,142BK NeoCase Sleeve MP 450 13-13.3,Store,749,749
A381,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Bhubaneshwar,Janpath Road,146BK NeoCase Sleeve MP 450 14,Store,779,779
A382,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Chandigarh,Elante Mall,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A382,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Chandigarh,Elante Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A382,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Chandigarh,Elante Mall,146BK NeoCase Sleeve MP 450 14,Store,779,779
A383,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Khandwa,Indore,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A383,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Khandwa,Indore,146BK NeoCase Sleeve MP 450 14,Store,779,779
A384,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Ghaziabad,Raj Nagar Extension,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A384,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Ghaziabad,Raj Nagar Extension,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A384,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Ghaziabad,Raj Nagar Extension,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A384,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Ghaziabad,Raj Nagar Extension,419V2 PRIMUS Wireless Desktop V2,Store,999,999
A385,256480,Amkette EvoFox Prime Gaming Bundle,1,Kolkata,Acropolis Mall,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A385,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Kolkata,Acropolis Mall,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A388,250423,Amkette Ergo Laptop Stand 7 Levels,1,Lucknow,Palassio Mall,650GR Ergo View Laptop Stand-Grey,Store,759,759
A388,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Lucknow,Palassio Mall,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A391,250423,Amkette Ergo Laptop Stand 7 Levels,2,Chennai,Vivira Mall,650GR Ergo View Laptop Stand-Grey,Store,759,1518
A391,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Chennai,Vivira Mall,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A392,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Bhubaneshwar,Patia,422BK Evo Fox Fireblade Gaming Keyboard USB,Store,999,999
A393,250423,Amkette Ergo Laptop Stand 7 Levels,1,Faridabad,NIT,650GR Ergo View Laptop Stand-Grey,Store,759,759
A393,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Faridabad,NIT,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A393,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Faridabad,NIT,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A393,256480,Amkette EvoFox Prime Gaming Bundle,1,Faridabad,NIT,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A393,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Faridabad,NIT,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A397,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Ongole,Trunk Road,146BK NeoCase Sleeve MP 450 14,Store,779,779
A398,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Gurugram,Reach 3 Roads,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A398,256480,Amkette EvoFox Prime Gaming Bundle,1,Gurugram,Reach 3 Roads,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A398,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Gurugram,Reach 3 Roads,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A399,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Pune,Bavdhan,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A399,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Pune,Bavdhan,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A399,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Pune,Bavdhan,146BK NeoCase Sleeve MP 450 14,Store,779,779
A399,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,Pune,Bavdhan,435BK Type-C 4 Port USB 3.0 Hub Pro,Store,1059,1059
A399,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Pune,Bavdhan,436BK Type-C 6 in 1 Multiport Hub,Store,1699,1699
A402,256479,Amkette EvoFox Explore Gaming Bundle,1,Karimnagar,Jagtial Road,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A402,256480,Amkette EvoFox Prime Gaming Bundle,1,Karimnagar,Jagtial Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A412,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Gandhinagar,Sargasan Road,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A416,250875,Amkette EvoFox WarHammer Wired GMG KB,3,Ankleshwar,Apple Plaza,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,3297
A417,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,New Delhi,Patparganj,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A420,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Tirupati,TUDA Road,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A421,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Panchkula,Sector 11,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A422,250423,Amkette Ergo Laptop Stand 7 Levels,1,Secunderabad,Nagaram,650GR Ergo View Laptop Stand-Grey,Store,759,759
A422,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Secunderabad,Nagaram,146BK NeoCase Sleeve MP 450 14,Store,779,779
A426,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Warangal,SV Patel Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A432,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Kottayam,MC Road,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A436,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Panipat,Mittal Mega Mall,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A436,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Panipat,Mittal Mega Mall,436BK Type-C 6 in 1 Multiport Hub,Store,1699,1699
A439,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Bangalore,HSR Layout,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A439,260089,Amkette Xcite Neo Wired USB Keyboard,2,Bangalore,HSR Layout,398PP Xcite Neo Keyboard USB,Store,529,1058
A445,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Kalyan,Metro Junction Mall,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A454,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Cuttack,College Square,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A455,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Mohali,CP 67,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A462,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Sanand,Vardhman Square,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A462,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Sanand,Vardhman Square,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A467,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Kolkata,NSC Bose Road,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A469,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Aurangabad,Jalna Road,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A469,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Aurangabad,Jalna Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A469,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Aurangabad,Jalna Road,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A476,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Madanapalle,NTR Road,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A476,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Madanapalle,NTR Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A476,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Madanapalle,NTR Road,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A477,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Dehradun,Saharanpur Road,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A478,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,4,Mumbai,Nalasopara West,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,3196
