Site,Article,Article Description,Qty,City,Store Name,Full Tally Name,Store Type,TP / ex GST,Stock Value
A073,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Bangalore,Banshankari,436BK Type-C 6 in 1 Multiport Hub,Store,1699,1699
A074,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Mumbai,Breach Candy,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A079,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Chandigarh,Sector 26,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A080,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Chandigarh,Sector 22B,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A080,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Chandigarh,Sector 22B,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A088,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Bangalore,PMC Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A089,256479,Amkette EvoFox Explore Gaming Bundle,2,New Delhi,Preet Vihar,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,5000
A089,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,Preet Vihar,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A089,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,New Delhi,Preet Vihar,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A089,250421,Amkette Neo Case 14 Multi Pocket GRY,2,New Delhi,Preet Vihar,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A091,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Hyderabad,Kondapur,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A091,256479,Amkette EvoFox Explore Gaming Bundle,1,Hyderabad,Kondapur,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A091,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Hyderabad,Kondapur,436BK Type-C 6 in 1 Multiport Hub,Store,1699,1699
A092,256480,Amkette EvoFox Prime Gaming Bundle,1,Mumbai,Kandivali,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A092,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,Mumbai,Kandivali,435BK Type-C 4 Port USB 3.0 Hub Pro,Store,1059,1059
A093,256479,Amkette EvoFox Explore Gaming Bundle,1,Bangalore,Rajaji Nagar,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A093,260089,Amkette Xcite Neo Wired USB Keyboard,1,Bangalore,Rajaji Nagar,398PP Xcite Neo Keyboard USB,Store,529,529
A095,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Chennai,Grand Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A095,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Chennai,Grand Mall,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A104,250417,Amkette 4 Port USB 3.0 Hub BLK,1,New Delhi,Pusa Road,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A104,250423,Amkette Ergo Laptop Stand 7 Levels,1,New Delhi,Pusa Road,650GR Ergo View Laptop Stand-Grey,Store,759,759
A104,256480,Amkette EvoFox Prime Gaming Bundle,1,New Delhi,Pusa Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A104,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,New Delhi,Pusa Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A104,250421,Amkette Neo Case 14 Multi Pocket GRY,2,New Delhi,Pusa Road,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A107,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Ahmedabad,Ratna,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A107,204736,AMKETTE Xcite Pro Keyboard,1,Ahmedabad,Ratna,851PP Xcite Pro Keyboard USB,Store,549,549
A108,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Nashik,Solitario,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A108,256480,Amkette EvoFox Prime Gaming Bundle,2,Nashik,Solitario,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,6000
A108,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Nashik,Solitario,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A108,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,Nashik,Solitario,435BK Type-C 4 Port USB 3.0 Hub Pro,Store,1059,1059
A108,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Nashik,Solitario,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A112,250417,Amkette 4 Port USB 3.0 Hub BLK,1,New Delhi,Select City Walk,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A112,256479,Amkette EvoFox Explore Gaming Bundle,1,New Delhi,Select City Walk,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A112,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,Select City Walk,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A112,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,New Delhi,Select City Walk,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A112,256480,Amkette EvoFox Prime Gaming Bundle,2,New Delhi,Select City Walk,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,6000
A112,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,New Delhi,Select City Walk,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A112,250421,Amkette Neo Case 14 Multi Pocket GRY,2,New Delhi,Select City Walk,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A112,250422,Amkette Neo Case 15 Multi Pocket BLK/GRY,1,New Delhi,Select City Walk,143BK NeoCase Sleeve MP 450 15-15.6,Store,799,799
A112,260086,Amkette Type-C 6 in 1 Multiport Hub,1,New Delhi,Select City Walk,436BK Type-C 6 in 1 Multiport Hub,Store,1699,1699
A113,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Bangalore,Jaynagar,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A113,260089,Amkette Xcite Neo Wired USB Keyboard,1,Bangalore,Jaynagar,398PP Xcite Neo Keyboard USB,Store,529,529
A115,256479,Amkette EvoFox Explore Gaming Bundle,1,Pune,Seasons Mall,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A115,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Pune,Seasons Mall,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A115,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Pune,Seasons Mall,436BK Type-C 6 in 1 Multiport Hub,Store,1699,1699
A116,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Navi Mumbai,Kharghar,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A116,256480,Amkette EvoFox Prime Gaming Bundle,1,Navi Mumbai,Kharghar,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A116,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Navi Mumbai,Kharghar,146BK NeoCase Sleeve MP 450 14,Store,779,779
A117,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,2,Pune,Wakad,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,1398
A117,260089,Amkette Xcite Neo Wired USB Keyboard,1,Pune,Wakad,398PP Xcite Neo Keyboard USB,Store,529,529
A119,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Mumbai,Prabhadevi,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A119,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Mumbai,Prabhadevi,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A120,256480,Amkette EvoFox Prime Gaming Bundle,1,Gurugram,Sector 29,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A122,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Ghaziabad,Gaur Central RDC Mall,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A122,256479,Amkette EvoFox Explore Gaming Bundle,1,Ghaziabad,Gaur Central RDC Mall,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A122,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Ghaziabad,Gaur Central RDC Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A122,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Ghaziabad,Gaur Central RDC Mall,146BK NeoCase Sleeve MP 450 14,Store,779,779
A126,256479,Amkette EvoFox Explore Gaming Bundle,1,Hyderabad,L B Nagar,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A126,256480,Amkette EvoFox Prime Gaming Bundle,1,Hyderabad,L B Nagar,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A127,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Mumbai,Andheri,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A127,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,2,Mumbai,Andheri,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,1398
A129,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Pune,PMC Mall,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A129,250423,Amkette Ergo Laptop Stand 7 Levels,1,Pune,PMC Mall,650GR Ergo View Laptop Stand-Grey,Store,759,759
A129,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Pune,PMC Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A129,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Pune,PMC Mall,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A129,260089,Amkette Xcite Neo Wired USB Keyboard,1,Pune,PMC Mall,398PP Xcite Neo Keyboard USB,Store,529,529
A131,250417,Amkette 4 Port USB 3.0 Hub BLK,1,New Delhi,Rohini West Mall,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A131,256479,Amkette EvoFox Explore Gaming Bundle,1,New Delhi,Rohini West Mall,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A131,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,2,New Delhi,Rohini West Mall,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,1998
A131,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,New Delhi,Rohini West Mall,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A131,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,New Delhi,Rohini West Mall,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A131,256480,Amkette EvoFox Prime Gaming Bundle,1,New Delhi,Rohini West Mall,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A131,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,New Delhi,Rohini West Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A132,256479,Amkette EvoFox Explore Gaming Bundle,2,New Delhi,Janakpuri,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,5000
A132,256480,Amkette EvoFox Prime Gaming Bundle,2,New Delhi,Janakpuri,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,6000
A132,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,New Delhi,Janakpuri,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A132,250421,Amkette Neo Case 14 Multi Pocket GRY,2,New Delhi,Janakpuri,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A133,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Navi Mumbai,Vashi,422BK Evo Fox Fireblade Gaming Keyboard USB,Store,999,999
A133,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Navi Mumbai,Vashi,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,799
A133,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Navi Mumbai,Vashi,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A133,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Navi Mumbai,Vashi,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A134,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Hyderabad,AS RaoNagar,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A137,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Surat,Deepkamal Mall,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A138,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Chennai,BSR Mall,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A138,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Chennai,BSR Mall,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A138,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Chennai,BSR Mall,419V2 PRIMUS Wireless Desktop V2,Store,999,999
A138,260089,Amkette Xcite Neo Wired USB Keyboard,1,Chennai,BSR Mall,398PP Xcite Neo Keyboard USB,Store,529,529
A140,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Mumbai,Bhandup Mall,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A140,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Mumbai,Bhandup Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A140,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Mumbai,Bhandup Mall,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A140,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,2,Mumbai,Bhandup Mall,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,2698
A140,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Mumbai,Bhandup Mall,419V2 PRIMUS Wireless Desktop V2,Store,999,999
A141,256480,Amkette EvoFox Prime Gaming Bundle,1,Navi Mumbai,Seawoods Mall,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A142,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Mumbai,Growel101 Mall,436BK Type-C 6 in 1 Multiport Hub,Store,1699,1699
A142,204736,AMKETTE Xcite Pro Keyboard,1,Mumbai,Growel101 Mall,851PP Xcite Pro Keyboard USB,Store,549,549
A143,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Ahmedabad,Motera,146BK NeoCase Sleeve MP 450 14,Store,779,779
A144,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Gurugram,Ambience Mall,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A144,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Gurugram,Ambience Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A144,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Gurugram,Ambience Mall,436BK Type-C 6 in 1 Multiport Hub,Store,1699,1699
A145,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Ahmedabad,Mani Nagar,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A145,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Ahmedabad,Mani Nagar,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A146,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Chennai,Mogappair,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A149,250423,Amkette Ergo Laptop Stand 7 Levels,1,Secunderabad,New Vikrampuri,650GR Ergo View Laptop Stand-Grey,Store,759,759
A149,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Secunderabad,New Vikrampuri,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A149,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Secunderabad,New Vikrampuri,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A150,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Bangalore,Whitefield,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A151,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Noida,Mall of India,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A151,256479,Amkette EvoFox Explore Gaming Bundle,2,Noida,Mall of India,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,5000
A151,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,2,Noida,Mall of India,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,1998
A151,256480,Amkette EvoFox Prime Gaming Bundle,2,Noida,Mall of India,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,6000
A152,256479,Amkette EvoFox Explore Gaming Bundle,1,Hyderabad,Attapur,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A152,256479,Amkette EvoFox Explore Gaming Bundle,1,Hyderabad,Attapur,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A152,256480,Amkette EvoFox Prime Gaming Bundle,1,Hyderabad,Attapur,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A152,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Hyderabad,Attapur,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A153,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Mumbai,Infiniti Mall,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A153,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Mumbai,Infiniti Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A154,256480,Amkette EvoFox Prime Gaming Bundle,2,Hyderabad,Ramanthapur,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,6000
A156,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Pune,Baner,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A156,256480,Amkette EvoFox Prime Gaming Bundle,1,Pune,Baner,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A156,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,Pune,Baner,435BK Type-C 4 Port USB 3.0 Hub Pro,Store,1059,1059
A159,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Ahmedabad,Satyam64,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A159,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Ahmedabad,Satyam64,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A160,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Bangalore,Yelahanka,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A161,256480,Amkette EvoFox Prime Gaming Bundle,1,New Delhi,Vasant Kunj Mall,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A162,250423,Amkette Ergo Laptop Stand 7 Levels,1,Mohali,VR Mall,650GR Ergo View Laptop Stand-Grey,Store,759,759
A162,256479,Amkette EvoFox Explore Gaming Bundle,1,Mohali,VR Mall,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A162,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Mohali,VR Mall,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A163,256479,Amkette EvoFox Explore Gaming Bundle,1,Jalandhar,Lajpat Nagar,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A163,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Jalandhar,Lajpat Nagar,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,799
A163,256480,Amkette EvoFox Prime Gaming Bundle,1,Jalandhar,Lajpat Nagar,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A163,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Jalandhar,Lajpat Nagar,419V2 PRIMUS Wireless Desktop V2,Store,999,999
A164,256480,Amkette EvoFox Prime Gaming Bundle,2,Kolhapur,StarBazaar,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,6000
A164,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Kolhapur,StarBazaar,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A165,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Bhavnagar,Sun Exotica,146BK NeoCase Sleeve MP 450 14,Store,779,779
A167,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Hubli,Gokul Road,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A168,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Jaipur,WTP Mall,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A168,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Jaipur,WTP Mall,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A168,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Jaipur,WTP Mall,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A169,250423,Amkette Ergo Laptop Stand 7 Levels,1,Hyderabad,Sarath City Mall,650GR Ergo View Laptop Stand-Grey,Store,759,759
A169,256480,Amkette EvoFox Prime Gaming Bundle,1,Hyderabad,Sarath City Mall,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A169,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Hyderabad,Sarath City Mall,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A170,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Hyderabad,Kukatpally,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A170,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Hyderabad,Kukatpally,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A172,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Porvorim,Bardez,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A172,250423,Amkette Ergo Laptop Stand 7 Levels,1,Porvorim,Bardez,650GR Ergo View Laptop Stand-Grey,Store,759,759
A172,256479,Amkette EvoFox Explore Gaming Bundle,1,Porvorim,Bardez,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A172,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Porvorim,Bardez,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A172,256480,Amkette EvoFox Prime Gaming Bundle,1,Porvorim,Bardez,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A172,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,Porvorim,Bardez,435BK Type-C 4 Port USB 3.0 Hub Pro,Store,1059,1059
A172,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Porvorim,Bardez,436BK Type-C 6 in 1 Multiport Hub,Store,1699,1699
A173,250423,Amkette Ergo Laptop Stand 7 Levels,1,Mysore,Double Road,650GR Ergo View Laptop Stand-Grey,Store,759,759
A173,256479,Amkette EvoFox Explore Gaming Bundle,1,Mysore,Double Road,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A173,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Mysore,Double Road,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A173,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Mysore,Double Road,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A173,256480,Amkette EvoFox Prime Gaming Bundle,1,Mysore,Double Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A173,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Mysore,Double Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A173,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Mysore,Double Road,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A178,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Mumbai,Kurla LBS Road,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,799
A178,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Mumbai,Kurla LBS Road,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A178,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Mumbai,Kurla LBS Road,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A178,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Mumbai,Kurla LBS Road,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A179,256479,Amkette EvoFox Explore Gaming Bundle,1,Mandya,MC Road,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A179,256480,Amkette EvoFox Prime Gaming Bundle,1,Mandya,MC Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A179,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Mandya,MC Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A180,256479,Amkette EvoFox Explore Gaming Bundle,1,Kolkata,Sarat Bose Road,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A180,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Kolkata,Sarat Bose Road,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A180,256480,Amkette EvoFox Prime Gaming Bundle,1,Kolkata,Sarat Bose Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A181,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Chennai,Chrompet,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A181,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Chennai,Chrompet,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A181,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Chennai,Chrompet,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A181,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Chennai,Chrompet,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A182,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Gwalior,City Center,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A182,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Gwalior,City Center,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,799
A182,256480,Amkette EvoFox Prime Gaming Bundle,1,Gwalior,City Center,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A184,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Baramati,Bhigwan Road,422BK Evo Fox Fireblade Gaming Keyboard USB,Store,999,999
A184,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Baramati,Bhigwan Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
